improved scalar, N/A, N/A, 0.04744
scalar, N/A, N/A, 0.06904
SSE, base, naive, 0.03097
SSE, byte blend, naive, 0.03063
SSE, incremental, naive, 0.03387
SSE, pshufb, naive, 0.02787
SSE, base, improved, 0.03089
SSE, byte blend, improved, 0.02944
SSE, incremental, improved, 0.03199
SSE, pshufb, improved, 0.02817
SSE, base, improved + mult-add, 0.02984
SSE, byte blend, improved + mult-add, 0.02693
SSE, incremental, improved + mult-add, 0.03029
SSE, pshufb, improved + mult-add, 0.02484
SSE, base, multiply-add, 0.02764
SSE, byte blend, multiply-add, 0.02619
SSE, incremental, multiply-add, 0.02885
SSE, pshufb, multiply-add, 0.02321
improved scalar, N/A, N/A, 0.04772
scalar, N/A, N/A, 0.06949
SSE, base, naive, 0.03114
SSE, byte blend, naive, 0.03081
SSE, incremental, naive, 0.03410
SSE, pshufb, naive, 0.02798
SSE, base, improved, 0.03118
SSE, byte blend, improved, 0.02955
SSE, incremental, improved, 0.03218
SSE, pshufb, improved, 0.02830
SSE, base, improved + mult-add, 0.02996
SSE, byte blend, improved + mult-add, 0.02707
SSE, incremental, improved + mult-add, 0.03045
SSE, pshufb, improved + mult-add, 0.02494
SSE, base, multiply-add, 0.02774
SSE, byte blend, multiply-add, 0.02628
SSE, incremental, multiply-add, 0.02909
SSE, pshufb, multiply-add, 0.02339
improved scalar, N/A, N/A, 0.04744
scalar, N/A, N/A, 0.06894
SSE, base, naive, 0.03093
SSE, byte blend, naive, 0.03063
SSE, incremental, naive, 0.03383
SSE, pshufb, naive, 0.02784
SSE, base, improved, 0.03090
SSE, byte blend, improved, 0.02941
SSE, incremental, improved, 0.03197
SSE, pshufb, improved, 0.02811
SSE, base, improved + mult-add, 0.02977
SSE, byte blend, improved + mult-add, 0.02689
SSE, incremental, improved + mult-add, 0.03029
SSE, pshufb, improved + mult-add, 0.02479
SSE, base, multiply-add, 0.02760
SSE, byte blend, multiply-add, 0.02607
SSE, incremental, multiply-add, 0.02887
SSE, pshufb, multiply-add, 0.02315
improved scalar, N/A, N/A, 0.04747
scalar, N/A, N/A, 0.06897
SSE, base, naive, 0.03095
SSE, byte blend, naive, 0.03066
SSE, incremental, naive, 0.03387
SSE, pshufb, naive, 0.02787
SSE, base, improved, 0.03088
SSE, byte blend, improved, 0.02941
SSE, incremental, improved, 0.03202
SSE, pshufb, improved, 0.02817
SSE, base, improved + mult-add, 0.02982
SSE, byte blend, improved + mult-add, 0.02696
SSE, incremental, improved + mult-add, 0.03099
SSE, pshufb, improved + mult-add, 0.02545
SSE, base, multiply-add, 0.02823
SSE, byte blend, multiply-add, 0.02667
SSE, incremental, multiply-add, 0.02953
SSE, pshufb, multiply-add, 0.02378
improved scalar, N/A, N/A, 0.04900
scalar, N/A, N/A, 0.06913
SSE, base, naive, 0.03101
SSE, byte blend, naive, 0.03070
SSE, incremental, naive, 0.03398
SSE, pshufb, naive, 0.02797
SSE, base, improved, 0.03101
SSE, byte blend, improved, 0.02950
SSE, incremental, improved, 0.03214
SSE, pshufb, improved, 0.02829
SSE, base, improved + mult-add, 0.02987
SSE, byte blend, improved + mult-add, 0.02698
SSE, incremental, improved + mult-add, 0.03041
SSE, pshufb, improved + mult-add, 0.02490
SSE, base, multiply-add, 0.02769
SSE, byte blend, multiply-add, 0.02619
SSE, incremental, multiply-add, 0.02897
SSE, pshufb, multiply-add, 0.02327
improved scalar, N/A, N/A, 0.04742
scalar, N/A, N/A, 0.06893
SSE, base, naive, 0.03105
SSE, byte blend, naive, 0.03067
SSE, incremental, naive, 0.03389
SSE, pshufb, naive, 0.02791
SSE, base, improved, 0.03094
SSE, byte blend, improved, 0.02949
SSE, incremental, improved, 0.03207
SSE, pshufb, improved, 0.02818
SSE, base, improved + mult-add, 0.02984
SSE, byte blend, improved + mult-add, 0.02700
SSE, incremental, improved + mult-add, 0.03034
SSE, pshufb, improved + mult-add, 0.02491
SSE, base, multiply-add, 0.02768
SSE, byte blend, multiply-add, 0.02615
SSE, incremental, multiply-add, 0.02897
SSE, pshufb, multiply-add, 0.02329
improved scalar, N/A, N/A, 0.04738
scalar, N/A, N/A, 0.06905
SSE, base, naive, 0.03095
SSE, byte blend, naive, 0.03064
SSE, incremental, naive, 0.03392
SSE, pshufb, naive, 0.02785
SSE, base, improved, 0.03093
SSE, byte blend, improved, 0.02942
SSE, incremental, improved, 0.03206
SSE, pshufb, improved, 0.02817
SSE, base, improved + mult-add, 0.02983
SSE, byte blend, improved + mult-add, 0.02694
SSE, incremental, improved + mult-add, 0.03030
SSE, pshufb, improved + mult-add, 0.02487
SSE, base, multiply-add, 0.02762
SSE, byte blend, multiply-add, 0.02608
SSE, incremental, multiply-add, 0.02888
SSE, pshufb, multiply-add, 0.02323
improved scalar, N/A, N/A, 0.04739
scalar, N/A, N/A, 0.06894
SSE, base, naive, 0.03103
SSE, byte blend, naive, 0.03069
SSE, incremental, naive, 0.03388
SSE, pshufb, naive, 0.02788
SSE, base, improved, 0.03098
SSE, byte blend, improved, 0.02947
SSE, incremental, improved, 0.03206
SSE, pshufb, improved, 0.02819
SSE, base, improved + mult-add, 0.02984
SSE, byte blend, improved + mult-add, 0.02695
SSE, incremental, improved + mult-add, 0.03035
SSE, pshufb, improved + mult-add, 0.02491
SSE, base, multiply-add, 0.02765
SSE, byte blend, multiply-add, 0.02617
SSE, incremental, multiply-add, 0.02895
SSE, pshufb, multiply-add, 0.02332
improved scalar, N/A, N/A, 0.04748
scalar, N/A, N/A, 0.06916
SSE, base, naive, 0.03100
SSE, byte blend, naive, 0.03074
SSE, incremental, naive, 0.03399
SSE, pshufb, naive, 0.02795
SSE, base, improved, 0.03103
SSE, byte blend, improved, 0.02956
SSE, incremental, improved, 0.03209
SSE, pshufb, improved, 0.02818
SSE, base, improved + mult-add, 0.02992
SSE, byte blend, improved + mult-add, 0.02699
SSE, incremental, improved + mult-add, 0.03034
SSE, pshufb, improved + mult-add, 0.02489
SSE, base, multiply-add, 0.02771
SSE, byte blend, multiply-add, 0.02621
SSE, incremental, multiply-add, 0.02900
SSE, pshufb, multiply-add, 0.02332
improved scalar, N/A, N/A, 0.04744
scalar, N/A, N/A, 0.06892
SSE, base, naive, 0.03097
SSE, byte blend, naive, 0.03064
SSE, incremental, naive, 0.03390
SSE, pshufb, naive, 0.02787
SSE, base, improved, 0.03092
SSE, byte blend, improved, 0.02936
SSE, incremental, improved, 0.03200
SSE, pshufb, improved, 0.02817
SSE, base, improved + mult-add, 0.02983
SSE, byte blend, improved + mult-add, 0.02694
SSE, incremental, improved + mult-add, 0.03035
SSE, pshufb, improved + mult-add, 0.02480
SSE, base, multiply-add, 0.02764
SSE, byte blend, multiply-add, 0.02613
SSE, incremental, multiply-add, 0.02895
SSE, pshufb, multiply-add, 0.02320
